City,County,State,Timezone,Continent
Water Valley,Graves,Kentucky,Chicago,America
West Paducah,McCracken,Kentucky,Chicago,America
Wickliffe,Ballard,Kentucky,Chicago,America
Wingo,Graves,Kentucky,Chicago,America
Bowling Green,Warren,Kentucky,Chicago,America
Bowling Green,Warren,Kentucky,Chicago,America
Bowling Green,Warren,Kentucky,Chicago,America
Bowling Green,Warren,Kentucky,Chicago,America
Adolphus,Allen,Kentucky,Chicago,America
Alvaton,Warren,Kentucky,Chicago,America
Austin,Barren,Kentucky,Chicago,America
Beaumont,Metcalfe,Kentucky,Chicago,America
Cave City,Barren,Kentucky,Chicago,America
Edmonton,Metcalfe,Kentucky,Chicago,America
Eighty Eight,Barren,Kentucky,Chicago,America
Fountain Run,Monroe,Kentucky,Chicago,America
Franklin,Simpson,Kentucky,Chicago,America
Gamaliel,Monroe,Kentucky,Chicago,America
Glasgow,Barren,Kentucky,Chicago,America
Hestand,Monroe,Kentucky,Chicago,America
Holland,Allen,Kentucky,Chicago,America
Knob Lick,Metcalfe,Kentucky,Chicago,America
Lucas,Barren,Kentucky,Chicago,America
Mount Hermon,Monroe,Kentucky,Chicago,America
Oakland,Warren,Kentucky,Chicago,America
Park City,Barren,Kentucky,Chicago,America
Rocky Hill,Edmonson,Kentucky,Chicago,America
Scottsville,Allen,Kentucky,Chicago,America
Summer Shade,Monroe,Kentucky,Chicago,America
Tompkinsville,Monroe,Kentucky,Chicago,America
Woodburn,Warren,Kentucky,Chicago,America
Smiths Grove,Warren,Kentucky,Chicago,America
Adairville,Logan,Kentucky,Chicago,America
Allensville,Todd,Kentucky,Chicago,America
Auburn,Logan,Kentucky,Chicago,America
Bee Spring,Edmonson,Kentucky,Chicago,America
Brownsville,Edmonson,Kentucky,Chicago,America
Cadiz,Trigg,Kentucky,Chicago,America
Center,Metcalfe,Kentucky,Chicago,America
Cerulean,Christian,Kentucky,Chicago,America
Crofton,Christian,Kentucky,Chicago,America
Elkton,Todd,Kentucky,Chicago,America
Fort Campbell,Christian,Kentucky,Chicago,America
Gracey,Christian,Kentucky,Chicago,America
Guthrie,Todd,Kentucky,Chicago,America
Herndon,Christian,Kentucky,Chicago,America
Hopkinsville,Christian,Kentucky,Chicago,America
La Fayette,Christian,Kentucky,Chicago,America
Lewisburg,Logan,Kentucky,Chicago,America
Mammoth Cave,Edmonson,Kentucky,Chicago,America
Morgantown,Butler,Kentucky,Chicago,America
Oak Grove,Christian,Kentucky,Chicago,America
Olmstead,Logan,Kentucky,Chicago,America
Pembroke,Christian,Kentucky,Chicago,America
Rochester,Butler,Kentucky,Chicago,America
Rockfield,Warren,Kentucky,Chicago,America
Roundhill,Butler,Kentucky,Chicago,America
Russellville,Logan,Kentucky,Chicago,America
Sharon Grove,Todd,Kentucky,Chicago,America
Sweeden,Edmonson,Kentucky,Chicago,America
Trenton,Todd,Kentucky,Chicago,America
Owensboro,Daviess,Kentucky,Chicago,America
Owensboro,Daviess,Kentucky,Chicago,America
Beaver Dam,Ohio,Kentucky,Chicago,America
Beech Creek,Muhlenberg,Kentucky,Chicago,America
Beech Grove,McLean,Kentucky,Chicago,America
Beechmont,Muhlenberg,Kentucky,Chicago,America
Belton,Muhlenberg,Kentucky,Chicago,America
Bremen,Muhlenberg,Kentucky,Chicago,America
Browder,Muhlenberg,Kentucky,Chicago,America
Calhoun,McLean,Kentucky,Chicago,America
Centertown,Ohio,Kentucky,Chicago,America
Central City,Muhlenberg,Kentucky,Chicago,America
Cleaton,Muhlenberg,Kentucky,Chicago,America
Cromwell,Ohio,Kentucky,Chicago,America
Drakesboro,Muhlenberg,Kentucky,Chicago,America
Dundee,Ohio,Kentucky,Chicago,America
Dunmor,Muhlenberg,Kentucky,Chicago,America
Fordsville,Ohio,Kentucky,Chicago,America
Graham,Muhlenberg,Kentucky,Chicago,America
Greenville,Muhlenberg,Kentucky,Chicago,America
Hartford,Ohio,Kentucky,Chicago,America
Hawesville,Hancock,Kentucky,Chicago,America
Horse Branch,Ohio,Kentucky,Chicago,America
Island,McLean,Kentucky,Chicago,America
Lewisport,Hancock,Kentucky,Chicago,America
Livermore,McLean,Kentucky,Chicago,America
Mc Henry,Ohio,Kentucky,Chicago,America
Maceo,Daviess,Kentucky,Chicago,America
Maple Mount,Daviess,Kentucky,Chicago,America
Olaton,Ohio,Kentucky,Chicago,America
Philpot,Daviess,Kentucky,Chicago,America
Powderly,Muhlenberg,Kentucky,Chicago,America
Reynolds Station,Ohio,Kentucky,Chicago,America
Rockport,Ohio,Kentucky,Chicago,America
Rosine,Ohio,Kentucky,Chicago,America
Rumsey,McLean,Kentucky,Chicago,America
Sacramento,McLean,Kentucky,Chicago,America
South Carrollton,Muhlenberg,Kentucky,Chicago,America
Utica,Daviess,Kentucky,Chicago,America
Whitesville,Daviess,Kentucky,Chicago,America
Clay,Webster,Kentucky,Chicago,America
Corydon,Henderson,Kentucky,Chicago,America
Dawson Springs,Hopkins,Kentucky,Chicago,America
Dixon,Webster,Kentucky,Chicago,America
Earlington,Hopkins,Kentucky,Chicago,America
Fredonia,Caldwell,Kentucky,Chicago,America
Hanson,Hopkins,Kentucky,Chicago,America
Henderson,Henderson,Kentucky,Chicago,America
Madisonville,Hopkins,Kentucky,Chicago,America
Manitou,Hopkins,Kentucky,Chicago,America
Morganfield,Union,Kentucky,Chicago,America
Mortons Gap,Hopkins,Kentucky,Chicago,America
Nebo,Hopkins,Kentucky,Chicago,America
Nortonville,Hopkins,Kentucky,Chicago,America
Princeton,Caldwell,Kentucky,Chicago,America
Providence,Webster,Kentucky,Chicago,America
Reed,Henderson,Kentucky,Chicago,America
Robards,Henderson,Kentucky,Chicago,America
Saint Charles,Hopkins,Kentucky,Chicago,America
Sebree,Webster,Kentucky,Chicago,America
Slaughters,Webster,Kentucky,Chicago,America
Spottsville,Henderson,Kentucky,Chicago,America
Sturgis,Union,Kentucky,Chicago,America
Uniontown,Union,Kentucky,Chicago,America
Waverly,Union,Kentucky,Chicago,America
Wheatcroft,Webster,Kentucky,Chicago,America
White Plains,Hopkins,Kentucky,Chicago,America
Somerset,Pulaski,Kentucky,New_York,America
Somerset,Pulaski,Kentucky,New_York,America
Bethelridge,Casey,Kentucky,New_York,America
Bronston,Pulaski,Kentucky,New_York,America
Burnside,Pulaski,Kentucky,New_York,America
Dunnville,Adair,Kentucky,Chicago,America
Ferguson,Pulaski,Kentucky,New_York,America
Liberty,Casey,Kentucky,New_York,America
Middleburg,Casey,Kentucky,New_York,America
Nancy,Pulaski,Kentucky,New_York,America
Science Hill,Pulaski,Kentucky,New_York,America
Windsor,Casey,Kentucky,New_York,America
Yosemite,Casey,Kentucky,New_York,America
Eubank,Pulaski,Kentucky,New_York,America
Albany,Clinton,Kentucky,Chicago,America
Alpha,Clinton,Kentucky,Kentucky,America
Jamestown,Russell,Kentucky,Chicago,America
Marshes Siding,McCreary,Kentucky,New_York,America
Monticello,Wayne,Kentucky,Kentucky,America
Parkers Lake,McCreary,Kentucky,New_York,America
Pine Knot,McCreary,Kentucky,New_York,America
Revelo,McCreary,Kentucky,New_York,America
Russell Springs,Russell,Kentucky,Chicago,America
Stearns,McCreary,Kentucky,New_York,America
Strunk,McCreary,Kentucky,New_York,America
Whitley City,McCreary,Kentucky,New_York,America
Elizabethtown,Hardin,Kentucky,New_York,America
Big Clifty,Grayson,Kentucky,New_York,America
Bonnieville,Hart,Kentucky,Chicago,America
Breeding,Adair,Kentucky,Chicago,America
Buffalo,Larue,Kentucky,New_York,America
Burkesville,Cumberland,Kentucky,Chicago,America
Campbellsville,Taylor,Kentucky,New_York,America
Caneyville,Grayson,Kentucky,Chicago,America
Canmer,Hart,Kentucky,Chicago,America
Cecilia,Hardin,Kentucky,New_York,America
Clarkson,Grayson,Kentucky,Chicago,America
Columbia,Adair,Kentucky,Chicago,America
Cub Run,Hart,Kentucky,Chicago,America
Eastview,Hardin,Kentucky,New_York,America
Elk Horn,Taylor,Kentucky,New_York,America
Glendale,Hardin,Kentucky,New_York,America
Glens Fork,Adair,Kentucky,Chicago,America
Greensburg,Green,Kentucky,Chicago,America
Hardyville,Hart,Kentucky,Chicago,America
Hodgenville,Larue,Kentucky,New_York,America
Horse Cave,Hart,Kentucky,Chicago,America
Knifley,Adair,Kentucky,Chicago,America
Leitchfield,Grayson,Kentucky,Chicago,America
Magnolia,Hart,Kentucky,Chicago,America
Mannsville,Taylor,Kentucky,New_York,America
Millwood,Grayson,Kentucky,Chicago,America
Mount Sherman,Green,Kentucky,Chicago,America
Munfordville,Hart,Kentucky,Chicago,America
Sonora,Hardin,Kentucky,New_York,America
Summersville,Green,Kentucky,Chicago,America
Upton,Hardin,Kentucky,Chicago,America
White Mills,Hardin,Kentucky,New_York,America
Alexandria,Licking,Ohio,New_York,America
Amlin,Franklin,Ohio,New_York,America
Ashley,Delaware,Ohio,New_York,America
Blacklick,Franklin,Ohio,New_York,America
Bladensburg,Knox,Ohio,New_York,America
Brinkhaven,Holmes,Ohio,New_York,America
Buckeye Lake,Licking,Ohio,New_York,America
Cable,Champaign,Ohio,New_York,America
Catawba,Clark,Ohio,New_York,America
Centerburg,Licking,Ohio,New_York,America
Croton,Licking,Ohio,New_York,America
Danville,Knox,Ohio,New_York,America
Delaware,Delaware,Ohio,New_York,America
Dublin,Franklin,Ohio,New_York,America
Dublin,Franklin,Ohio,New_York,America
Fredericktown,Knox,Ohio,New_York,America
Galena,Delaware,Ohio,New_York,America
Gambier,Knox,Ohio,New_York,America
Granville,Licking,Ohio,New_York,America
Hebron,Licking,Ohio,New_York,America
Hilliard,Franklin,Ohio,New_York,America
Howard,Knox,Ohio,New_York,America
Irwin,Madison,Ohio,New_York,America
Jacksontown,Licking,Ohio,New_York,America
Johnstown,Licking,Ohio,New_York,America
Kilbourne,Delaware,Ohio,New_York,America
Kirkersville,Licking,Ohio,New_York,America
Lewis Center,Delaware,Ohio,New_York,America
Magnetic Springs,Union,Ohio,New_York,America
Martinsburg,Knox,Ohio,New_York,America
Marysville,Union,Ohio,New_York,America
Mechanicsburg,Champaign,Ohio,New_York,America
Milford Center,Union,Ohio,New_York,America
Millersport,Fairfield,Ohio,New_York,America
Mount Vernon,Knox,Ohio,New_York,America
New Albany,Franklin,Ohio,New_York,America
Newark,Licking,Ohio,New_York,America
Heath,Licking,Ohio,New_York,America
North Lewisburg,Logan,Ohio,New_York,America
Ostrander,Delaware,Ohio,New_York,America
Pataskala,Licking,Ohio,New_York,America
Plain City,Madison,Ohio,New_York,America
Powell,Delaware,Ohio,New_York,America
Radnor,Delaware,Ohio,New_York,America
Raymond,Union,Ohio,New_York,America
Reynoldsburg,Franklin,Ohio,New_York,America
Rosewood,Champaign,Ohio,New_York,America
Saint Louisville,Licking,Ohio,New_York,America
Saint Paris,Champaign,Ohio,New_York,America
Sunbury,Delaware,Ohio,New_York,America
Thornville,Perry,Ohio,New_York,America
Unionville Center,Union,Ohio,New_York,America
Urbana,Champaign,Ohio,New_York,America
Utica,Licking,Ohio,New_York,America
Westerville,Franklin,Ohio,New_York,America
Westerville,Delaware,Ohio,New_York,America
Woodstock,Champaign,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Adelphi,Ross,Ohio,New_York,America
Amanda,Fairfield,Ohio,New_York,America
Ashville,Pickaway,Ohio,New_York,America
Baltimore,Fairfield,Ohio,New_York,America
Bloomingburg,Fayette,Ohio,New_York,America
Bremen,Fairfield,Ohio,New_York,America
Brice,Franklin,Ohio,New_York,America
Canal Winchester,Franklin,Ohio,New_York,America
Carbon Hill,Hocking,Ohio,New_York,America
Carroll,Fairfield,Ohio,New_York,America
Circleville,Pickaway,Ohio,New_York,America
Clarksburg,Ross,Ohio,New_York,America
Commercial Point,Pickaway,Ohio,New_York,America
Derby,Pickaway,Ohio,New_York,America
Galloway,Franklin,Ohio,New_York,America
Grove City,Franklin,Ohio,New_York,America
Groveport,Franklin,Ohio,New_York,America
Harrisburg,Franklin,Ohio,New_York,America
Haydenville,Hocking,Ohio,New_York,America
Jeffersonville,Fayette,Ohio,New_York,America
Lancaster,Fairfield,Ohio,New_York,America
Laurelville,Hocking,Ohio,New_York,America
Lithopolis,Fairfield,Ohio,New_York,America
Lockbourne,Pickaway,Ohio,New_York,America
Logan,Hocking,Ohio,New_York,America
London,Madison,Ohio,New_York,America
Milledgeville,Fayette,Ohio,New_York,America
Mount Sterling,Madison,Ohio,New_York,America
Murray City,Hocking,Ohio,New_York,America
New Holland,Pickaway,Ohio,New_York,America
Orient,Pickaway,Ohio,New_York,America
Pickerington,Fairfield,Ohio,New_York,America
Pleasantville,Fairfield,Ohio,New_York,America
Rockbridge,Hocking,Ohio,New_York,America
Rushville,Fairfield,Ohio,New_York,America
Sedalia,Madison,Ohio,New_York,America
South Bloomingville,Hocking,Ohio,New_York,America
South Solon,Clark,Ohio,New_York,America
Stoutsville,Fairfield,Ohio,New_York,America
Sugar Grove,Fairfield,Ohio,New_York,America
Tarlton,Pickaway,Ohio,New_York,America
Thurston,Fairfield,Ohio,New_York,America
Union Furnace,Hocking,Ohio,New_York,America
Washington Court House,Fayette,Ohio,New_York,America
West Jefferson,Madison,Ohio,New_York,America
Williamsport,Pickaway,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Franklin,Ohio,New_York,America
Columbus,Delaware,Ohio,New_York,America
Marion,Marion,Ohio,New_York,America
Belle Center,Logan,Ohio,New_York,America
Bellefontaine,Logan,Ohio,New_York,America
Caledonia,Marion,Ohio,New_York,America
Cardington,Morrow,Ohio,New_York,America
Carey,Wyandot,Ohio,New_York,America
Chesterville,Morrow,Ohio,New_York,America
De Graff,Logan,Ohio,New_York,America
East Liberty,Logan,Ohio,New_York,America
Edison,Morrow,Ohio,New_York,America
Fulton,Morrow,Ohio,New_York,America
Green Camp,Marion,Ohio,New_York,America
Harpster,Wyandot,Ohio,New_York,America
Huntsville,Logan,Ohio,New_York,America
Kenton,Hardin,Ohio,New_York,America
Kirby,Wyandot,Ohio,New_York,America
Lakeview,Logan,Ohio,New_York,America
La Rue,Marion,Ohio,New_York,America
Lewistown,Logan,Ohio,New_York,America
Marengo,Morrow,Ohio,New_York,America
Middleburg,Logan,Ohio,New_York,America
Morral,Marion,Ohio,New_York,America
Mount Gilead,Morrow,Ohio,New_York,America
Mount Victory,Hardin,Ohio,New_York,America
New Bloomington,Marion,Ohio,New_York,America
Prospect,Marion,Ohio,New_York,America
Quincy,Logan,Ohio,New_York,America
Richwood,Union,Ohio,New_York,America
Ridgeway,Hardin,Ohio,New_York,America
Rushsylvania,Logan,Ohio,New_York,America
Russells Point,Logan,Ohio,New_York,America
Upper Sandusky,Wyandot,Ohio,New_York,America
Waldo,Marion,Ohio,New_York,America
West Liberty,Logan,Ohio,New_York,America
West Mansfield,Logan,Ohio,New_York,America
Wharton,Wyandot,Ohio,New_York,America
Zanesfield,Logan,Ohio,New_York,America
Bowling Green,Wood,Ohio,New_York,America
Bowling Green,Wood,Ohio,New_York,America
Bradner,Wood,Ohio,New_York,America
Burgoon,Sandusky,Ohio,New_York,America
Clay Center,Ottawa,Ohio,New_York,America
Clyde,Sandusky,Ohio,New_York,America
Curtice,Lucas,Ohio,New_York,America
Cygnet,Wood,Ohio,New_York,America
Elmore,Ottawa,Ohio,New_York,America
Fremont,Sandusky,Ohio,New_York,America
Genoa,Ottawa,Ohio,New_York,America
Gibsonburg,Sandusky,Ohio,New_York,America
Graytown,Ottawa,Ohio,New_York,America
Gypsum,Ottawa,Ohio,New_York,America
Harbor View,Lucas,Ohio,New_York,America
Helena,Sandusky,Ohio,New_York,America
Jerry City,Wood,Ohio,New_York,America
Kelleys Island,Erie,Ohio,New_York,America
Lacarne,Ottawa,Ohio,New_York,America
Lakeside Marblehead,Ottawa,Ohio,New_York,America
Lindsey,Sandusky,Ohio,New_York,America
Luckey,Wood,Ohio,New_York,America
Martin,Ottawa,Ohio,New_York,America
Middle Bass,Ottawa,Ohio,New_York,America
Millbury,Wood,Ohio,New_York,America
Oak Harbor,Ottawa,Ohio,New_York,America
Pemberville,Wood,Ohio,New_York,America
Portage,Wood,Ohio,New_York,America
Port Clinton,Ottawa,Ohio,New_York,America
Put In Bay,Ottawa,Ohio,New_York,America
Risingsun,Wood,Ohio,New_York,America
Rocky Ridge,Ottawa,Ohio,New_York,America
Rossford,Wood,Ohio,New_York,America
Rudolph,Wood,Ohio,New_York,America
Stony Ridge,Wood,Ohio,New_York,America
Vickery,Sandusky,Ohio,New_York,America
Walbridge,Wood,Ohio,New_York,America
Wayne,Wood,Ohio,New_York,America
West Millgrove,Wood,Ohio,New_York,America
Williston,Ottawa,Ohio,New_York,America
Woodville,Sandusky,Ohio,New_York,America
Alvordton,Williams,Ohio,New_York,America
Archbold,Fulton,Ohio,New_York,America
Berkey,Lucas,Ohio,New_York,America
Blakeslee,Williams,Ohio,New_York,America
Bryan,Williams,Ohio,New_York,America
Custar,Wood,Ohio,New_York,America
Defiance,Defiance,Ohio,New_York,America
Delta,Fulton,Ohio,New_York,America
Deshler,Henry,Ohio,New_York,America
Edgerton,Williams,Ohio,New_York,America
Edon,Williams,Ohio,New_York,America
Evansport,Defiance,Ohio,New_York,America
Fayette,Fulton,Ohio,New_York,America
Grand Rapids,Wood,Ohio,New_York,America
Grelton,Henry,Ohio,New_York,America
Hamler,Henry,Ohio,New_York,America
Haskins,Wood,Ohio,New_York,America
Hicksville,Defiance,Ohio,New_York,America
Holgate,Henry,Ohio,New_York,America
Holland,Lucas,Ohio,New_York,America
Hoytville,Wood,Ohio,New_York,America
Kunkle,Williams,Ohio,New_York,America
Liberty Center,Henry,Ohio,New_York,America
Lyons,Fulton,Ohio,New_York,America
Mc Clure,Henry,Ohio,New_York,America
Malinta,Henry,Ohio,New_York,America
Mark Center,Defiance,Ohio,New_York,America
Maumee,Lucas,Ohio,New_York,America
Metamora,Fulton,Ohio,New_York,America
Milton Center,Wood,Ohio,New_York,America
Monclova,Lucas,Ohio,New_York,America
Montpelier,Williams,Ohio,New_York,America
Napoleon,Henry,Ohio,New_York,America
Neapolis,Lucas,Ohio,New_York,America
New Bavaria,Henry,Ohio,New_York,America
Ney,Defiance,Ohio,New_York,America
Perrysburg,Wood,Ohio,New_York,America
Pettisville,Fulton,Ohio,New_York,America
Pioneer,Williams,Ohio,New_York,America
Ridgeville Corners,Henry,Ohio,New_York,America
Sherwood,Defiance,Ohio,New_York,America
Stryker,Williams,Ohio,New_York,America
Swanton,Fulton,Ohio,New_York,America
Sylvania,Lucas,Ohio,New_York,America
Tontogany,Wood,Ohio,New_York,America
Waterville,Lucas,Ohio,New_York,America
Wauseon,Fulton,Ohio,New_York,America
Weston,Wood,Ohio,New_York,America
West Unity,Williams,Ohio,New_York,America
Whitehouse,Lucas,Ohio,New_York,America
Toledo,Lucas,Ohio,New_York,America
Toledo,Lucas,Ohio,New_York,America
Toledo,Lucas,Ohio,New_York,America
Toledo,Lucas,Ohio,New_York,America
Toledo,Lucas,Ohio,New_York,America
Toledo,Lucas,Ohio,New_York,America
Toledo,Lucas,Ohio,New_York,America
Toledo,Lucas,Ohio,New_York,America
Toledo,Lucas,Ohio,New_York,America
Toledo,Lucas,Ohio,New_York,America
Toledo,Lucas,Ohio,New_York,America
Toledo,Lucas,Ohio,New_York,America
Oregon,Lucas,Ohio,New_York,America
Toledo,Lucas,Ohio,New_York,America
Northwood,Wood,Ohio,New_York,America
Toledo,Lucas,Ohio,New_York,America
Toledo,Lucas,Ohio,New_York,America
Zanesville,Muskingum,Ohio,New_York,America
Ava,Noble,Ohio,New_York,America
Barnesville,Belmont,Ohio,New_York,America
Beallsville,Monroe,Ohio,New_York,America
Belle Valley,Noble,Ohio,New_York,America
Belmont,Belmont,Ohio,New_York,America
Bethesda,Belmont,Ohio,New_York,America
Blue Rock,Muskingum,Ohio,New_York,America
Brownsville,Licking,Ohio,New_York,America
Buffalo,Guernsey,Ohio,New_York,America
Byesville,Guernsey,Ohio,New_York,America
Caldwell,Noble,Ohio,New_York,America
Cambridge,Guernsey,Ohio,New_York,America
Chandlersville,Muskingum,Ohio,New_York,America
Chesterhill,Morgan,Ohio,New_York,America
Corning,Perry,Ohio,New_York,America
Crooksville,Perry,Ohio,New_York,America
Cumberland,Guernsey,Ohio,New_York,America
Derwent,Guernsey,Ohio,New_York,America
Duncan Falls,Muskingum,Ohio,New_York,America
East Fultonham,Muskingum,Ohio,New_York,America
Fairview,Guernsey,Ohio,New_York,America
Fultonham,Muskingum,Ohio,New_York,America
Glenford,Perry,Ohio,New_York,America
Gratiot,Licking,Ohio,New_York,America
Hopewell,Muskingum,Ohio,New_York,America
Jerusalem,Monroe,Ohio,New_York,America
Junction City,Perry,Ohio,New_York,America
Kimbolton,Guernsey,Ohio,New_York,America
Kipling,Guernsey,Ohio,New_York,America
Lewisville,Monroe,Ohio,New_York,America
Lore City,Guernsey,Ohio,New_York,America
Mcconnelsville,Morgan,Ohio,New_York,America
Malta,Morgan,Ohio,New_York,America
Morristown,Belmont,Ohio,New_York,America
Mount Perry,Perry,Ohio,New_York,America
Moxahala,Perry,Ohio,New_York,America
New Concord,Muskingum,Ohio,New_York,America
New Lexington,Perry,Ohio,New_York,America
New Straitsville,Perry,Ohio,New_York,America
Norwich,Muskingum,Ohio,New_York,America
Old Washington,Guernsey,Ohio,New_York,America
Philo,Muskingum,Ohio,New_York,America
Pleasant City,Guernsey,Ohio,New_York,America
Quaker City,Guernsey,Ohio,New_York,America
Roseville,Muskingum,Ohio,New_York,America
Salesville,Guernsey,Ohio,New_York,America
Sarahsville,Noble,Ohio,New_York,America
Senecaville,Guernsey,Ohio,New_York,America
Shawnee,Perry,Ohio,New_York,America
Somerset,Perry,Ohio,New_York,America
Stafford,Monroe,Ohio,New_York,America
Stockport,Morgan,Ohio,New_York,America
Summerfield,Noble,Ohio,New_York,America
Woodsfield,Monroe,Ohio,New_York,America
Adamsville,Muskingum,Ohio,New_York,America
Baltic,Holmes,Ohio,New_York,America
Blissfield,Coshocton,Ohio,New_York,America
Conesville,Coshocton,Ohio,New_York,America
Coshocton,Coshocton,Ohio,New_York,America
Dresden,Muskingum,Ohio,New_York,America
Frazeysburg,Knox,Ohio,New_York,America
Fresno,Coshocton,Ohio,New_York,America
Nashport,Muskingum,Ohio,New_York,America
Newcomerstown,Tuscarawas,Ohio,New_York,America
Plainfield,Coshocton,Ohio,New_York,America
Port Washington,Tuscarawas,Ohio,New_York,America
Stone Creek,Tuscarawas,Ohio,New_York,America
Trinway,Muskingum,Ohio,New_York,America
Walhonding,Coshocton,Ohio,New_York,America
Warsaw,Coshocton,Ohio,New_York,America
West Lafayette,Coshocton,Ohio,New_York,America
Adena,Belmont,Ohio,New_York,America
Alledonia,Belmont,Ohio,New_York,America
Amsterdam,Jefferson,Ohio,New_York,America
Barton,Belmont,Ohio,New_York,America
Bellaire,Belmont,Ohio,New_York,America
Cadiz,Harrison,Ohio,New_York,America
Bergholz,Jefferson,Ohio,New_York,America
Bloomingdale,Jefferson,Ohio,New_York,America
Bridgeport,Belmont,Ohio,New_York,America
Brilliant,Jefferson,Ohio,New_York,America
Cameron,Monroe,Ohio,New_York,America
Clarington,Monroe,Ohio,New_York,America
Dillonvale,Jefferson,Ohio,New_York,America
East Liverpool,Columbiana,Ohio,New_York,America
East Springfield,Jefferson,Ohio,New_York,America
Empire,Jefferson,Ohio,New_York,America
Fairpoint,Belmont,Ohio,New_York,America
Glencoe,Belmont,Ohio,New_York,America
Hammondsville,Jefferson,Ohio,New_York,America
Hannibal,Monroe,Ohio,New_York,America
Irondale,Jefferson,Ohio,New_York,America
Jacobsburg,Belmont,Ohio,New_York,America
Lansing,Belmont,Ohio,New_York,America
Martins Ferry,Belmont,Ohio,New_York,America
Mingo Junction,Jefferson,Ohio,New_York,America
Mount Pleasant,Jefferson,Ohio,New_York,America
Neffs,Belmont,Ohio,New_York,America
Powhatan Point,Belmont,Ohio,New_York,America
Rayland,Jefferson,Ohio,New_York,America
Richmond,Jefferson,Ohio,New_York,America
Salineville,Columbiana,Ohio,New_York,America
Sardis,Monroe,Ohio,New_York,America
Shadyside,Belmont,Ohio,New_York,America
Smithfield,Jefferson,Ohio,New_York,America
Saint Clairsville,Belmont,Ohio,New_York,America
Lafferty,Belmont,Ohio,New_York,America
Steubenville,Jefferson,Ohio,New_York,America
Steubenville,Jefferson,Ohio,New_York,America
Stratton,Jefferson,Ohio,New_York,America
Summitville,Columbiana,Ohio,New_York,America
Tiltonsville,Jefferson,Ohio,New_York,America
Toronto,Jefferson,Ohio,New_York,America
Warnock,Belmont,Ohio,New_York,America
Wellsville,Columbiana,Ohio,New_York,America
Wolf Run,Jefferson,Ohio,New_York,America
Yorkville,Jefferson,Ohio,New_York,America
Bannock,Belmont,Ohio,New_York,America
Freeport,Harrison,Ohio,New_York,America
Harrisville,Harrison,Ohio,New_York,America
Hopedale,Harrison,Ohio,New_York,America
Flushing,Belmont,Ohio,New_York,America
Piedmont,Belmont,Ohio,New_York,America
Holloway,Belmont,Ohio,New_York,America
Jewett,Harrison,Ohio,New_York,America
Scio,Harrison,Ohio,New_York,America
Amherst,Lorain,Ohio,New_York,America
Andover,Ashtabula,Ohio,New_York,America
Ashtabula,Ashtabula,Ohio,New_York,America
Austinburg,Ashtabula,Ohio,New_York,America
Avon,Lorain,Ohio,New_York,America
Avon Lake,Lorain,Ohio,New_York,America
Berea,Cuyahoga,Ohio,New_York,America
Burton,Geauga,Ohio,New_York,America
Chagrin Falls,Cuyahoga,Ohio,New_York,America
Chagrin Falls,Geauga,Ohio,New_York,America
Chardon,Geauga,Ohio,New_York,America
Chesterland,Geauga,Ohio,New_York,America
Columbia Station,Lorain,Ohio,New_York,America
Conneaut,Ashtabula,Ohio,New_York,America
Dorset,Ashtabula,Ohio,New_York,America
Elyria,Lorain,Ohio,New_York,America
North Ridgeville,Lorain,Ohio,New_York,America
Gates Mills,Cuyahoga,Ohio,New_York,America
Geneva,Ashtabula,Ohio,New_York,America
Grafton,Lorain,Ohio,New_York,America
Grand River,Lake,Ohio,New_York,America
Huntsburg,Geauga,Ohio,New_York,America
Jefferson,Ashtabula,Ohio,New_York,America
Kingsville,Ashtabula,Ohio,New_York,America
Kipton,Lorain,Ohio,New_York,America
Lagrange,Lorain,Ohio,New_York,America
Lorain,Lorain,Ohio,New_York,America
Lorain,Lorain,Ohio,New_York,America
Sheffield Lake,Lorain,Ohio,New_York,America
Lorain,Lorain,Ohio,New_York,America
Macedonia,Summit,Ohio,New_York,America
Madison,Lake,Ohio,New_York,America
Mentor,Lake,Ohio,New_York,America
Middlefield,Geauga,Ohio,New_York,America
Montville,Geauga,Ohio,New_York,America
